epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,3364.25,1.07133,1.60325,0.79089,0.87821,0.85169,0.93425,0.79075,0.60162,0.77933,0.83752,0.000267596,0.000267596,0.000267596
15,3652.23,1.07023,1.55573,0.78852,0.90669,0.90105,0.95666,0.83263,0.54112,0.69574,0.8321,0.00026618,0.00026618,0.00026618
16,3865.85,1.03372,1.4999,0.78824,0.91168,0.91225,0.96284,0.82875,0.56355,0.6822,0.82774,0.000264765,0.000264765,0.000264765
17,4038.21,1.02831,1.44674,0.7884,0.92902,0.91496,0.97024,0.83696,0.55631,0.62997,0.83291,0.000263349,0.000263349,0.000263349
18,4498.64,1.00334,1.39449,0.78753,0.94787,0.92719,0.97671,0.85377,0.51379,0.58352,0.82034,0.000261933,0.000261933,0.000261933
19,4731,1.00729,1.36303,0.78671,0.94642,0.93419,0.97745,0.85157,0.53449,0.56995,0.82241,0.000260517,0.000260517,0.000260517
20,5038.73,0.99912,1.34964,0.78818,0.96108,0.94292,0.98332,0.86794,0.48627,0.53854,0.81497,0.000259102,0.000259102,0.000259102
21,5191.08,0.98491,1.30181,0.78663,0.96174,0.94339,0.98508,0.8606,0.53501,0.56631,0.82428,0.000257686,0.000257686,0.000257686
22,5301.4,0.97717,1.28537,0.78452,0.96778,0.95425,0.98618,0.85682,0.51342,0.56113,0.82016,0.00025627,0.00025627,0.00025627
23,5643.4,0.96449,1.24911,0.78485,0.96792,0.95803,0.98792,0.86498,0.50288,0.52187,0.81261,0.000254855,0.000254855,0.000254855
24,5831.84,0.9472,1.21469,0.78507,0.96813,0.95939,0.98896,0.86828,0.50183,0.50561,0.81476,0.000253439,0.000253439,0.000253439
25,6047.35,0.95373,1.2076,0.78281,0.97668,0.96338,0.9909,0.88151,0.46865,0.48434,0.80972,0.000252023,0.000252023,0.000252023
26,6137.53,0.94248,1.17579,0.78378,0.97726,0.96905,0.99123,0.88146,0.4851,0.47526,0.81594,0.000250608,0.000250608,0.000250608
27,6313.32,0.91797,1.12921,0.78229,0.98228,0.96923,0.99186,0.88026,0.4759,0.45155,0.8166,0.000249192,0.000249192,0.000249192
28,6526.57,0.92944,1.13415,0.78357,0.9797,0.97474,0.99259,0.87781,0.4748,0.48131,0.80735,0.000247776,0.000247776,0.000247776
29,6745.99,0.91767,1.11698,0.78241,0.98063,0.97296,0.99263,0.89173,0.43259,0.43957,0.80348,0.00024636,0.00024636,0.00024636
30,6857.51,0.90655,1.08314,0.78192,0.98237,0.98033,0.9931,0.87853,0.49294,0.44253,0.81001,0.000244945,0.000244945,0.000244945
31,7445.19,0.88674,1.05852,0.78122,0.98722,0.98383,0.99337,0.89195,0.44634,0.42599,0.80828,0.000243529,0.000243529,0.000243529
32,7637.78,0.9096,1.06544,0.78025,0.98562,0.98637,0.99363,0.88349,0.47193,0.42668,0.80613,0.000242113,0.000242113,0.000242113
33,7949.59,0.89074,1.0379,0.78099,0.98458,0.9864,0.99336,0.89302,0.44146,0.41392,0.80717,0.000240698,0.000240698,0.000240698
34,8247.11,0.89053,1.03023,0.78069,0.98561,0.98381,0.99292,0.89654,0.42153,0.41693,0.80043,0.000239282,0.000239282,0.000239282
35,8524.76,0.89041,1.03534,0.78074,0.98482,0.98328,0.99365,0.89002,0.45341,0.41494,0.80108,0.000237866,0.000237866,0.000237866
36,8671.86,0.90647,1.02693,0.77908,0.98835,0.98335,0.99343,0.89582,0.4228,0.41769,0.79775,0.000236451,0.000236451,0.000236451
37,8923.12,0.87376,0.99974,0.77794,0.98314,0.98701,0.99331,0.8855,0.45398,0.40475,0.79869,0.000235035,0.000235035,0.000235035
38,9162.32,0.8745,0.9907,0.77915,0.9861,0.9893,0.994,0.88751,0.46203,0.40506,0.80189,0.000233619,0.000233619,0.000233619
39,9340.9,0.85929,0.97355,0.77957,0.98654,0.9846,0.99399,0.89991,0.40292,0.39378,0.79523,0.000232203,0.000232203,0.000232203
40,9570.55,0.88573,1.00356,0.77826,0.98881,0.98882,0.99435,0.89766,0.41956,0.38639,0.79503,0.000230788,0.000230788,0.000230788
41,9831.48,0.85699,0.9587,0.77892,0.98859,0.98776,0.99395,0.89932,0.42843,0.38842,0.79623,0.000229372,0.000229372,0.000229372
42,10098,0.86405,0.96395,0.77817,0.99005,0.9857,0.99421,0.89843,0.41051,0.37896,0.79557,0.000227956,0.000227956,0.000227956
43,10286.1,0.86358,0.96584,0.7774,0.98787,0.98997,0.99432,0.89928,0.41636,0.37471,0.7952,0.000226541,0.000226541,0.000226541
44,10444.9,0.84706,0.93452,0.77789,0.99019,0.98578,0.99432,0.90611,0.39104,0.37676,0.79153,0.000225125,0.000225125,0.000225125
45,10733.1,0.84037,0.91525,0.77801,0.98944,0.98838,0.99438,0.90696,0.37851,0.35946,0.78934,0.000223709,0.000223709,0.000223709
46,267.384,0.84289,0.92596,0.77832,0.98636,0.99111,0.99461,0.90584,0.40374,0.38681,0.79404,0.000222294,0.000222294,0.000222294
47,601.273,0.8343,0.90965,0.77662,0.99095,0.99095,0.99433,0.90966,0.39133,0.37149,0.79298,0.000220878,0.000220878,0.000220878
48,785.954,0.84928,0.92322,0.77681,0.99197,0.98885,0.99455,0.90319,0.38001,0.36394,0.78821,0.000219462,0.000219462,0.000219462
49,1024.5,0.82393,0.8964,0.77804,0.99214,0.98919,0.99458,0.90473,0.40257,0.3694,0.79247,0.000218046,0.000218046,0.000218046
50,1275.08,0.8264,0.88973,0.77789,0.9892,0.98937,0.99444,0.90501,0.39016,0.3759,0.78934,0.000216631,0.000216631,0.000216631
51,1538.5,0.82598,0.89719,0.77628,0.99266,0.98938,0.99468,0.91119,0.37548,0.35277,0.78632,0.000215215,0.000215215,0.000215215
52,1754.72,0.81311,0.88129,0.77619,0.99267,0.9908,0.99447,0.91245,0.36761,0.35588,0.78541,0.000213799,0.000213799,0.000213799
53,2003.63,0.81129,0.87062,0.77632,0.99375,0.98865,0.99473,0.90547,0.40218,0.35578,0.79041,0.000212384,0.000212384,0.000212384
54,2313.67,0.80897,0.87294,0.77613,0.99239,0.99108,0.99469,0.90253,0.40218,0.35646,0.78794,0.000210968,0.000210968,0.000210968
55,2586.89,0.80534,0.86319,0.77567,0.99381,0.99074,0.99481,0.90751,0.39798,0.35353,0.78816,0.000209552,0.000209552,0.000209552
56,2955.36,0.80007,0.85265,0.77444,0.99234,0.98848,0.99461,0.91192,0.36837,0.34836,0.78564,0.000208137,0.000208137,0.000208137
57,3158.29,0.80673,0.85641,0.77473,0.99408,0.99327,0.99471,0.91691,0.38259,0.33661,0.78911,0.000206721,0.000206721,0.000206721
58,3483.65,0.78741,0.82955,0.77525,0.99309,0.99038,0.99471,0.91053,0.38351,0.33582,0.78608,0.000205305,0.000205305,0.000205305
59,3725,0.79023,0.82982,0.77525,0.98825,0.99307,0.99472,0.91257,0.38406,0.35103,0.78702,0.000203889,0.000203889,0.000203889
60,4025.49,0.80459,0.8398,0.77412,0.99027,0.99229,0.99458,0.90868,0.38202,0.34767,0.78716,0.000202474,0.000202474,0.000202474
61,4259.38,0.78959,0.8256,0.77423,0.99495,0.99122,0.99475,0.91387,0.3715,0.33323,0.78535,0.000201058,0.000201058,0.000201058
62,4453.7,0.77675,0.81964,0.77453,0.99114,0.9933,0.99473,0.91763,0.36005,0.33409,0.78473,0.000199642,0.000199642,0.000199642
63,4958.56,0.76506,0.80569,0.774,0.99304,0.99192,0.99457,0.91211,0.3706,0.33469,0.78387,0.000198227,0.000198227,0.000198227
64,5214.41,0.78043,0.8177,0.77404,0.99319,0.99329,0.99484,0.91486,0.38007,0.32785,0.78607,0.000196811,0.000196811,0.000196811
65,5600.6,0.77973,0.8096,0.77554,0.9906,0.99551,0.99479,0.91649,0.36656,0.32797,0.78444,0.000195395,0.000195395,0.000195395
66,5774.77,0.76816,0.79915,0.77437,0.99005,0.99407,0.99482,0.91224,0.37433,0.32825,0.78326,0.00019398,0.00019398,0.00019398
67,5981.28,0.77462,0.8025,0.77303,0.99302,0.99287,0.99479,0.92116,0.35294,0.32253,0.78234,0.000192564,0.000192564,0.000192564
68,6185.11,0.75773,0.79828,0.77339,0.98931,0.99627,0.99475,0.91945,0.35523,0.33159,0.78146,0.000191148,0.000191148,0.000191148
69,6401.26,0.75962,0.78696,0.77427,0.99178,0.99373,0.99483,0.91851,0.35514,0.32448,0.78339,0.000189732,0.000189732,0.000189732
70,6841.35,0.76281,0.7953,0.77222,0.99429,0.99041,0.99487,0.91779,0.36418,0.32348,0.7844,0.000188317,0.000188317,0.000188317
71,6956.6,0.75481,0.78683,0.77335,0.99507,0.99228,0.99485,0.91859,0.37844,0.32278,0.78722,0.000186901,0.000186901,0.000186901
72,7368.48,0.74302,0.77229,0.7726,0.99086,0.99446,0.99483,0.91703,0.3759,0.3251,0.78679,0.000185485,0.000185485,0.000185485
73,7623.13,0.75478,0.77819,0.77378,0.99124,0.9942,0.99479,0.92376,0.35241,0.31815,0.78058,0.00018407,0.00018407,0.00018407
74,7864.86,0.75521,0.78272,0.77368,0.99356,0.99438,0.99483,0.92796,0.33032,0.30694,0.78035,0.000182654,0.000182654,0.000182654
75,7999.48,0.74645,0.76708,0.77293,0.99147,0.99556,0.99482,0.92302,0.35545,0.31488,0.78255,0.000181238,0.000181238,0.000181238
76,8233.14,0.73497,0.75366,0.77253,0.99447,0.99433,0.99486,0.92736,0.34321,0.3067,0.78096,0.000179823,0.000179823,0.000179823
77,8435.61,0.75113,0.76108,0.77182,0.99545,0.99196,0.99482,0.9239,0.34631,0.3062,0.7808,0.000178407,0.000178407,0.000178407
78,8746.76,0.72827,0.74142,0.77247,0.99412,0.99368,0.99488,0.92683,0.34497,0.3019,0.7807,0.000176991,0.000176991,0.000176991
79,9067.77,0.73777,0.74891,0.7725,0.99355,0.99429,0.9948,0.92667,0.33336,0.31002,0.77994,0.000175575,0.000175575,0.000175575
80,9481.37,0.73815,0.75685,0.77224,0.99459,0.99319,0.99481,0.91904,0.37519,0.31738,0.78496,0.00017416,0.00017416,0.00017416
81,9652.05,0.73919,0.75385,0.77119,0.99429,0.99506,0.99476,0.9224,0.35057,0.31627,0.78219,0.000172744,0.000172744,0.000172744
82,9914.48,0.73311,0.74716,0.77101,0.99415,0.99283,0.99468,0.92687,0.33916,0.30536,0.78086,0.000171328,0.000171328,0.000171328
83,10186.1,0.73065,0.73987,0.7716,0.99467,0.99462,0.9949,0.92993,0.33756,0.30155,0.78161,0.000169913,0.000169913,0.000169913
84,10365.8,0.71739,0.72916,0.77205,0.99251,0.99594,0.99487,0.92865,0.3315,0.29527,0.7806,0.000168497,0.000168497,0.000168497
85,10608.2,0.74078,0.76354,0.77071,0.99532,0.99429,0.99492,0.92922,0.33838,0.29349,0.78076,0.000167081,0.000167081,0.000167081
86,10888.7,0.72131,0.73001,0.77171,0.99486,0.99476,0.99482,0.92718,0.35048,0.29726,0.7815,0.000165665,0.000165665,0.000165665
87,11108.7,0.72278,0.73128,0.77102,0.99432,0.99526,0.99492,0.92964,0.335,0.29426,0.77999,0.00016425,0.00016425,0.00016425
88,11320,0.73416,0.74107,0.77125,0.99461,0.99581,0.99488,0.92785,0.34552,0.30335,0.7834,0.000162834,0.000162834,0.000162834
89,11488.1,0.71255,0.71978,0.77088,0.99499,0.9945,0.9949,0.92992,0.32798,0.29531,0.77879,0.000161418,0.000161418,0.000161418
90,11769.6,0.70799,0.70838,0.77132,0.99373,0.99592,0.99491,0.93175,0.3158,0.28817,0.77824,0.000160003,0.000160003,0.000160003
91,11992,0.71885,0.72644,0.77111,0.99502,0.99406,0.99471,0.93078,0.32226,0.29405,0.77927,0.000158587,0.000158587,0.000158587
92,12271.4,0.72049,0.72796,0.769,0.99496,0.99413,0.99487,0.92682,0.33173,0.29782,0.7781,0.000157171,0.000157171,0.000157171
93,12437.8,0.70708,0.70576,0.77105,0.99463,0.9957,0.99492,0.93364,0.3195,0.28357,0.77886,0.000155756,0.000155756,0.000155756
94,12663,0.7097,0.71691,0.77126,0.99294,0.99568,0.99479,0.9346,0.31625,0.28367,0.77779,0.00015434,0.00015434,0.00015434
95,12909.1,0.706,0.71071,0.77098,0.99372,0.99501,0.99461,0.93132,0.32347,0.28733,0.77877,0.000152924,0.000152924,0.000152924
96,13139.6,0.69712,0.70078,0.77166,0.99485,0.99484,0.99467,0.93202,0.31419,0.28743,0.77726,0.000151509,0.000151509,0.000151509
97,13383.5,0.71087,0.71956,0.77082,0.99417,0.99476,0.99474,0.93507,0.31895,0.28574,0.77939,0.000150093,0.000150093,0.000150093
98,13638.1,0.70538,0.71204,0.77079,0.99553,0.99417,0.99492,0.93351,0.30876,0.27978,0.77713,0.000148677,0.000148677,0.000148677
99,13819.2,0.69627,0.70074,0.7717,0.99539,0.99393,0.99483,0.93394,0.30481,0.28043,0.77688,0.000147261,0.000147261,0.000147261
100,14184.8,0.6908,0.69032,0.76954,0.99475,0.99504,0.99494,0.93616,0.29869,0.27676,0.77607,0.000145846,0.000145846,0.000145846
101,14427.6,0.6916,0.69762,0.77028,0.99376,0.99736,0.99492,0.93652,0.30902,0.27626,0.7761,0.00014443,0.00014443,0.00014443
102,14706.2,0.69523,0.69615,0.77135,0.99448,0.9944,0.99487,0.92735,0.32832,0.28684,0.77931,0.000143014,0.000143014,0.000143014
103,14989.5,0.69996,0.70383,0.77106,0.99371,0.99596,0.99489,0.9309,0.31321,0.27802,0.77618,0.000141599,0.000141599,0.000141599
104,15370.4,0.6835,0.68121,0.77073,0.9938,0.99449,0.99484,0.93337,0.31532,0.28075,0.77667,0.000140183,0.000140183,0.000140183
105,15662.5,0.68728,0.69091,0.76854,0.99436,0.99511,0.99491,0.93584,0.30928,0.28417,0.77631,0.000138767,0.000138767,0.000138767
106,15934.9,0.69527,0.69405,0.76967,0.99586,0.9955,0.99468,0.93406,0.31086,0.28573,0.77757,0.000137352,0.000137352,0.000137352
