epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,394.507,0.29117,0.87184,0.85501,0.98788,0.99854,0.995,0.98657,0.19063,0.30484,0.77968,0.00016425,0.00016425,0.00016425
45,403.672,0.28681,0.87775,0.8615,0.99409,0.99824,0.995,0.98485,0.20096,0.30425,0.78193,0.000161418,0.000161418,0.000161418
46,412.853,0.27943,0.8359,0.85973,0.9935,0.99569,0.995,0.98758,0.17967,0.29828,0.77806,0.000158587,0.000158587,0.000158587
47,422.07,0.28063,0.83305,0.86019,0.99137,0.99789,0.995,0.98605,0.17549,0.28739,0.77834,0.000155756,0.000155756,0.000155756
48,431.238,0.27312,0.79367,0.852,0.99197,0.99608,0.995,0.97939,0.22642,0.30678,0.78683,0.000152924,0.000152924,0.000152924
49,440.4,0.27538,0.79137,0.85606,0.9907,0.99741,0.995,0.98701,0.1802,0.28935,0.77799,0.000150093,0.000150093,0.000150093
50,449.586,0.27874,0.81239,0.86192,0.99325,0.99561,0.995,0.99022,0.17995,0.28849,0.77861,0.000147261,0.000147261,0.000147261
51,458.775,0.27492,0.81702,0.86032,0.99378,0.99448,0.995,0.98797,0.18489,0.28994,0.77846,0.00014443,0.00014443,0.00014443
52,467.883,0.27312,0.80515,0.85634,0.99474,0.99619,0.995,0.98946,0.17214,0.27721,0.77805,0.000141599,0.000141599,0.000141599
53,477.167,0.27223,0.81579,0.85382,0.99262,0.99853,0.995,0.98816,0.18101,0.27994,0.7778,0.000138767,0.000138767,0.000138767
54,486.231,0.26046,0.77942,0.85456,0.9959,0.99726,0.995,0.98654,0.19375,0.28473,0.77946,0.000135936,0.000135936,0.000135936
55,495.583,0.25815,0.82438,0.85484,0.99447,0.99633,0.995,0.99088,0.16885,0.27639,0.77628,0.000133104,0.000133104,0.000133104
56,504.732,0.26186,0.78886,0.8615,0.99523,0.9954,0.995,0.99073,0.17037,0.27082,0.77476,0.000130273,0.000130273,0.000130273
57,513.859,0.25946,0.76593,0.84993,0.99433,0.9975,0.995,0.98943,0.17368,0.26742,0.77624,0.000127442,0.000127442,0.000127442
58,522.972,0.2622,0.78005,0.85267,0.99238,0.99664,0.995,0.98496,0.20005,0.27953,0.77921,0.00012461,0.00012461,0.00012461
59,532.323,0.26853,0.82563,0.85205,0.99272,0.99705,0.995,0.98881,0.19604,0.27646,0.7774,0.000121779,0.000121779,0.000121779
60,541.618,0.25501,0.75798,0.85153,0.99342,0.99614,0.995,0.99101,0.16562,0.26499,0.77672,0.000118947,0.000118947,0.000118947
61,550.914,0.2553,0.76431,0.85385,0.99132,0.99566,0.995,0.99059,0.17564,0.27066,0.77458,0.000116116,0.000116116,0.000116116
62,560.069,0.25385,0.76538,0.85068,0.99488,0.99322,0.995,0.99125,0.17294,0.26346,0.77517,0.000113285,0.000113285,0.000113285
63,569.18,0.2456,0.74731,0.84711,0.99387,0.99792,0.995,0.9901,0.17657,0.26495,0.77647,0.000110453,0.000110453,0.000110453
64,578.145,0.24567,0.73583,0.84937,0.99383,0.99806,0.995,0.99171,0.16853,0.26357,0.7738,0.000107622,0.000107622,0.000107622
65,587.305,0.24875,0.79339,0.85311,0.99297,0.99639,0.995,0.99171,0.17092,0.26387,0.77471,0.00010479,0.00010479,0.00010479
66,596.588,0.24909,0.75147,0.85164,0.99105,0.99726,0.995,0.99229,0.15443,0.25832,0.77253,0.000101959,0.000101959,0.000101959
67,605.774,0.24153,0.75211,0.84514,0.9951,0.99706,0.995,0.99179,0.1618,0.25562,0.77333,9.91276e-05,9.91276e-05,9.91276e-05
68,614.87,0.24815,0.74961,0.84815,0.98922,0.99773,0.995,0.99269,0.1617,0.26018,0.77113,9.62962e-05,9.62962e-05,9.62962e-05
69,624.131,0.24593,0.7411,0.85145,0.99509,0.99809,0.995,0.99236,0.16068,0.25191,0.77384,9.34648e-05,9.34648e-05,9.34648e-05
70,633.228,0.2455,0.7445,0.84753,0.99479,0.99734,0.995,0.99117,0.16253,0.25144,0.77232,9.06334e-05,9.06334e-05,9.06334e-05
71,642.461,0.24309,0.74421,0.84761,0.99396,0.99775,0.995,0.99071,0.16263,0.25122,0.77191,8.7802e-05,8.7802e-05,8.7802e-05
72,651.661,0.24556,0.71684,0.84174,0.99461,0.99806,0.995,0.99205,0.15061,0.24446,0.77041,8.49706e-05,8.49706e-05,8.49706e-05
73,660.802,0.24471,0.73976,0.84512,0.99405,0.99886,0.995,0.99142,0.16266,0.2439,0.77125,8.21392e-05,8.21392e-05,8.21392e-05
74,670.065,0.2307,0.72614,0.85141,0.99512,0.99833,0.995,0.99156,0.17287,0.24828,0.77295,7.93078e-05,7.93078e-05,7.93078e-05
75,679.348,0.23654,0.74012,0.85221,0.99566,0.99676,0.995,0.99115,0.1634,0.24572,0.77132,7.64764e-05,7.64764e-05,7.64764e-05
76,688.521,0.23866,0.71252,0.84551,0.9939,0.9971,0.995,0.99097,0.1645,0.24665,0.77173,7.3645e-05,7.3645e-05,7.3645e-05
77,697.731,0.23542,0.72729,0.84307,0.99517,0.99804,0.995,0.99179,0.15606,0.24215,0.77044,7.08136e-05,7.08136e-05,7.08136e-05
78,706.835,0.23613,0.7226,0.84519,0.9949,0.9977,0.995,0.99155,0.15045,0.23774,0.77051,6.79822e-05,6.79822e-05,6.79822e-05
79,716.293,0.22919,0.69974,0.84131,0.99596,0.99419,0.995,0.99179,0.1519,0.2391,0.77044,6.51508e-05,6.51508e-05,6.51508e-05
80,725.389,0.21907,0.69821,0.84364,0.99358,0.99744,0.995,0.99071,0.1535,0.23954,0.77053,6.23194e-05,6.23194e-05,6.23194e-05
81,734.591,0.23196,0.70656,0.84352,0.99479,0.99762,0.995,0.99173,0.14843,0.2331,0.76981,5.9488e-05,5.9488e-05,5.9488e-05
82,743.752,0.22017,0.69836,0.83868,0.985,0.99792,0.995,0.9928,0.14638,0.23747,0.76954,5.66566e-05,5.66566e-05,5.66566e-05
83,753.004,0.22997,0.67159,0.84796,0.99592,0.99759,0.995,0.99306,0.15062,0.23107,0.76976,5.38252e-05,5.38252e-05,5.38252e-05
84,762.311,0.22294,0.69078,0.84058,0.99426,0.99818,0.995,0.99368,0.14096,0.22711,0.76915,5.09938e-05,5.09938e-05,5.09938e-05
85,771.488,0.22901,0.6831,0.84853,0.99428,0.99739,0.995,0.99289,0.15671,0.23103,0.76976,4.81624e-05,4.81624e-05,4.81624e-05
86,780.753,0.21986,0.66352,0.83714,0.99472,0.99864,0.995,0.99306,0.14473,0.22727,0.76942,4.5331e-05,4.5331e-05,4.5331e-05
87,789.848,0.21795,0.70276,0.84646,0.99446,0.99859,0.995,0.9927,0.15226,0.22968,0.76961,4.24996e-05,4.24996e-05,4.24996e-05
88,798.922,0.21757,0.66825,0.84186,0.99469,0.99918,0.995,0.99232,0.15701,0.23044,0.77049,3.96682e-05,3.96682e-05,3.96682e-05
89,808.2,0.21766,0.68925,0.85135,0.99504,0.99847,0.995,0.99386,0.14572,0.22594,0.76899,3.68368e-05,3.68368e-05,3.68368e-05
90,817.406,0.21338,0.65631,0.84051,0.99543,0.9983,0.995,0.99392,0.14481,0.22609,0.76928,3.40054e-05,3.40054e-05,3.40054e-05
91,840.081,0.17481,0.388,0.80147,0.99729,0.99893,0.995,0.99368,0.13959,0.22008,0.76871,3.1174e-05,3.1174e-05,3.1174e-05
92,849.305,0.16464,0.35722,0.79831,0.99777,0.99873,0.995,0.99311,0.14463,0.21873,0.76867,2.83426e-05,2.83426e-05,2.83426e-05
93,858.304,0.16023,0.34474,0.79623,0.99778,0.99931,0.995,0.99374,0.14346,0.21667,0.76849,2.55112e-05,2.55112e-05,2.55112e-05
94,867.337,0.16011,0.33736,0.80252,0.99786,0.99988,0.995,0.99345,0.14388,0.21464,0.76818,2.26798e-05,2.26798e-05,2.26798e-05
95,876.653,0.15733,0.34278,0.7928,0.99764,0.99975,0.995,0.99341,0.14294,0.21142,0.76824,1.98484e-05,1.98484e-05,1.98484e-05
96,885.86,0.15744,0.33601,0.79707,0.99781,1,0.995,0.9941,0.13634,0.2079,0.76744,1.7017e-05,1.7017e-05,1.7017e-05
97,895.238,0.1547,0.32956,0.80079,0.99791,1,0.995,0.99391,0.13277,0.20415,0.76696,1.41856e-05,1.41856e-05,1.41856e-05
98,904.396,0.15605,0.33523,0.79504,0.99788,1,0.995,0.99362,0.13523,0.2042,0.76741,1.13542e-05,1.13542e-05,1.13542e-05
99,913.526,0.15227,0.32534,0.79773,0.99791,0.99991,0.995,0.99394,0.13275,0.20306,0.7671,8.5228e-06,8.5228e-06,8.5228e-06
100,922.664,0.14862,0.32568,0.79243,0.99789,0.99997,0.995,0.99368,0.13308,0.20254,0.76696,5.6914e-06,5.6914e-06,5.6914e-06
