epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,723.104,1.21628,1.55959,0.76253,0.8933,0.82327,0.92694,0.78881,0.54246,0.54224,0.79746,0.000169913,0.000169913,0.000169913
43,740.279,1.23635,1.57706,0.75937,0.90987,0.81757,0.92991,0.783,0.5727,0.54771,0.80164,0.000167081,0.000167081,0.000167081
44,757.51,1.19534,1.54133,0.76202,0.89422,0.82765,0.92797,0.78623,0.54986,0.54821,0.79652,0.00016425,0.00016425,0.00016425
45,775.163,1.18929,1.52049,0.76133,0.88801,0.83408,0.93099,0.79134,0.5368,0.53412,0.79314,0.000161418,0.000161418,0.000161418
46,792.536,1.20882,1.53937,0.76304,0.90789,0.81005,0.92776,0.79092,0.52321,0.52773,0.79303,0.000158587,0.000158587,0.000158587
47,810.026,1.20784,1.54472,0.75864,0.89112,0.84611,0.93297,0.79681,0.53507,0.52581,0.79336,0.000155756,0.000155756,0.000155756
48,827.678,1.18004,1.51183,0.76044,0.90136,0.83777,0.93679,0.7962,0.54843,0.52661,0.79711,0.000152924,0.000152924,0.000152924
49,844.806,1.19762,1.52472,0.75863,0.91969,0.83791,0.94119,0.79618,0.56753,0.51989,0.7986,0.000150093,0.000150093,0.000150093
50,861.693,1.17486,1.49889,0.75877,0.9179,0.83095,0.94123,0.8006,0.5424,0.50904,0.79383,0.000147261,0.000147261,0.000147261
51,878.453,1.15723,1.48319,0.76095,0.91186,0.83739,0.94122,0.80364,0.52926,0.50842,0.79395,0.00014443,0.00014443,0.00014443
52,895.382,1.17488,1.48486,0.75962,0.89548,0.84898,0.93861,0.79629,0.54811,0.51053,0.79293,0.000141599,0.000141599,0.000141599
53,912.434,1.17851,1.48808,0.75972,0.91325,0.85357,0.94612,0.80601,0.52395,0.49728,0.79171,0.000138767,0.000138767,0.000138767
54,929.858,1.1686,1.46845,0.75886,0.91186,0.8517,0.94563,0.80964,0.52307,0.49125,0.79249,0.000135936,0.000135936,0.000135936
55,946.893,1.1444,1.45306,0.7576,0.9042,0.8489,0.945,0.80882,0.51588,0.48964,0.79082,0.000133104,0.000133104,0.000133104
56,964.207,1.16311,1.47065,0.7574,0.91822,0.8298,0.94296,0.80526,0.53647,0.49887,0.79771,0.000130273,0.000130273,0.000130273
57,981.243,1.15511,1.44909,0.75947,0.9208,0.84951,0.94898,0.8123,0.52542,0.48441,0.79154,0.000127442,0.000127442,0.000127442
58,998.73,1.15142,1.45471,0.7576,0.92925,0.84885,0.95032,0.8122,0.52669,0.47704,0.79622,0.00012461,0.00012461,0.00012461
59,1016.02,1.12749,1.42986,0.7572,0.90423,0.85185,0.94406,0.80886,0.51218,0.48523,0.79037,0.000121779,0.000121779,0.000121779
60,1033,1.13428,1.42886,0.75632,0.92833,0.85879,0.95208,0.81599,0.52471,0.47012,0.79369,0.000118947,0.000118947,0.000118947
61,1050.7,1.13194,1.43355,0.75909,0.91808,0.86782,0.95331,0.8174,0.51513,0.46511,0.7908,0.000116116,0.000116116,0.000116116
62,1067.91,1.12896,1.4263,0.75883,0.92137,0.86443,0.95307,0.82111,0.50362,0.46424,0.79071,0.000113285,0.000113285,0.000113285
63,1085.24,1.1125,1.40403,0.75881,0.92368,0.86793,0.95427,0.81799,0.52517,0.46578,0.79334,0.000110453,0.000110453,0.000110453
64,1102.69,1.10686,1.40825,0.75833,0.93595,0.86247,0.95466,0.81787,0.51268,0.46483,0.78926,0.000107622,0.000107622,0.000107622
65,1119.78,1.11676,1.42702,0.75983,0.92435,0.86433,0.95545,0.82555,0.50211,0.45792,0.78928,0.00010479,0.00010479,0.00010479
66,1137.35,1.13428,1.44296,0.75782,0.93145,0.87741,0.95788,0.82519,0.51267,0.45792,0.78939,0.000101959,0.000101959,0.000101959
67,1154.85,1.12195,1.41425,0.75762,0.9306,0.87159,0.95928,0.82486,0.50823,0.44971,0.79022,9.91276e-05,9.91276e-05,9.91276e-05
68,1172.2,1.1107,1.40117,0.7567,0.92778,0.86204,0.95603,0.82164,0.50531,0.45544,0.7862,9.62962e-05,9.62962e-05,9.62962e-05
69,1189.34,1.11057,1.40038,0.75612,0.93359,0.871,0.95952,0.82787,0.50197,0.45293,0.78844,9.34648e-05,9.34648e-05,9.34648e-05
70,1206.77,1.1161,1.42228,0.75723,0.94551,0.86799,0.96002,0.83001,0.48908,0.44357,0.78598,9.06334e-05,9.06334e-05,9.06334e-05
71,1224.43,1.10594,1.38982,0.75853,0.93267,0.86789,0.95798,0.82932,0.48509,0.44215,0.78648,8.7802e-05,8.7802e-05,8.7802e-05
72,1242,1.11351,1.40903,0.75665,0.92578,0.87936,0.95836,0.82624,0.49039,0.44008,0.784,8.49706e-05,8.49706e-05,8.49706e-05
73,1259.46,1.09325,1.38537,0.75751,0.94374,0.86796,0.96034,0.82869,0.49634,0.44289,0.78842,8.21392e-05,8.21392e-05,8.21392e-05
74,1276.83,1.09229,1.36643,0.75544,0.9407,0.87087,0.961,0.83149,0.48097,0.43578,0.78503,7.93078e-05,7.93078e-05,7.93078e-05
75,1294.21,1.09572,1.3888,0.7571,0.94991,0.86944,0.96218,0.8322,0.48698,0.42896,0.7875,7.64764e-05,7.64764e-05,7.64764e-05
76,1311.52,1.06701,1.35047,0.7564,0.92209,0.88483,0.9619,0.83151,0.49643,0.43531,0.78716,7.3645e-05,7.3645e-05,7.3645e-05
77,1328.61,1.06396,1.33684,0.75767,0.93344,0.86977,0.95949,0.83009,0.49297,0.43945,0.78711,7.08136e-05,7.08136e-05,7.08136e-05
78,1346.1,1.08506,1.37365,0.75717,0.93137,0.87834,0.96009,0.83122,0.48736,0.43263,0.78611,6.79822e-05,6.79822e-05,6.79822e-05
79,1363.55,1.07434,1.34856,0.75828,0.93549,0.87796,0.96242,0.8341,0.47867,0.42626,0.78495,6.51508e-05,6.51508e-05,6.51508e-05
80,1380.93,1.10139,1.39562,0.75619,0.93526,0.8827,0.96294,0.83552,0.47122,0.422,0.78499,6.23194e-05,6.23194e-05,6.23194e-05
81,1398.65,1.08507,1.37221,0.75353,0.94145,0.87854,0.96325,0.83443,0.47528,0.42085,0.7835,5.9488e-05,5.9488e-05,5.9488e-05
82,1416.41,1.06673,1.33817,0.75588,0.9345,0.87484,0.96008,0.8333,0.46919,0.42697,0.7835,5.66566e-05,5.66566e-05,5.66566e-05
83,1433.75,1.09658,1.39752,0.75555,0.94151,0.88205,0.96359,0.83475,0.47551,0.41916,0.78464,5.38252e-05,5.38252e-05,5.38252e-05
84,1451.89,1.09031,1.38081,0.7556,0.94512,0.88049,0.96413,0.8364,0.47409,0.41423,0.7853,5.09938e-05,5.09938e-05,5.09938e-05
85,1469.33,1.08046,1.37711,0.75362,0.94021,0.88459,0.96392,0.83865,0.47136,0.41633,0.78621,4.81624e-05,4.81624e-05,4.81624e-05
86,1486.62,1.05851,1.33987,0.75418,0.9418,0.8781,0.96392,0.83859,0.47063,0.41665,0.78407,4.5331e-05,4.5331e-05,4.5331e-05
87,1504.13,1.06368,1.35624,0.75491,0.93752,0.88694,0.96477,0.84177,0.46688,0.40958,0.78515,4.24996e-05,4.24996e-05,4.24996e-05
88,1521.51,1.06451,1.35752,0.7562,0.94784,0.87683,0.96429,0.83468,0.47817,0.41453,0.78413,3.96682e-05,3.96682e-05,3.96682e-05
89,1539.1,1.04691,1.32489,0.75618,0.94401,0.8842,0.96473,0.83918,0.46896,0.40905,0.78382,3.68368e-05,3.68368e-05,3.68368e-05
90,1556.86,1.04664,1.32399,0.75374,0.9473,0.88118,0.96564,0.83961,0.46901,0.40562,0.78272,3.40054e-05,3.40054e-05,3.40054e-05
91,1586.18,0.99501,1.29526,0.75269,0.93853,0.87773,0.96118,0.83519,0.47338,0.41436,0.78381,3.1174e-05,3.1174e-05,3.1174e-05
92,1602.47,0.99402,1.28648,0.75338,0.94823,0.87397,0.96433,0.83766,0.47217,0.40682,0.7839,2.83426e-05,2.83426e-05,2.83426e-05
93,1618.29,0.9901,1.28781,0.75226,0.9427,0.87909,0.96495,0.84188,0.45941,0.40005,0.78239,2.55112e-05,2.55112e-05,2.55112e-05
94,1634.68,0.98522,1.28663,0.75389,0.94908,0.8793,0.96477,0.83985,0.46305,0.40401,0.78354,2.26798e-05,2.26798e-05,2.26798e-05
95,1650.33,0.98735,1.27825,0.75186,0.94203,0.88351,0.96465,0.8361,0.47257,0.40189,0.78457,1.98484e-05,1.98484e-05,1.98484e-05
96,1666.24,0.97703,1.27082,0.75135,0.94129,0.88549,0.96493,0.83791,0.46989,0.40038,0.78437,1.7017e-05,1.7017e-05,1.7017e-05
97,1682.74,0.97363,1.26291,0.75342,0.94517,0.8835,0.96564,0.83943,0.46991,0.40074,0.78473,1.41856e-05,1.41856e-05,1.41856e-05
98,1698.92,0.9853,1.27412,0.75318,0.94605,0.88695,0.96593,0.84017,0.46796,0.39976,0.78369,1.13542e-05,1.13542e-05,1.13542e-05
99,1714.99,0.97044,1.25856,0.75064,0.94773,0.88547,0.96609,0.84157,0.46369,0.39754,0.78329,8.5228e-06,8.5228e-06,8.5228e-06
100,1731.21,0.9744,1.27908,0.75437,0.94999,0.88408,0.96632,0.84144,0.46076,0.3975,0.7828,5.6914e-06,5.6914e-06,5.6914e-06
