epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,885.442,0.36509,0.37687,0.85196,0.99598,1,0.995,0.97002,0.26141,0.22049,0.76886,0.000240404,0.000240404,0.000240404
69,898.286,0.37531,0.3771,0.85494,0.99611,1,0.995,0.96959,0.27109,0.22344,0.77151,0.000233335,0.000233335,0.000233335
70,911.044,0.36567,0.36494,0.85343,0.99642,1,0.995,0.96965,0.26477,0.21852,0.77038,0.000226267,0.000226267,0.000226267
71,923.852,0.38959,0.39612,0.86586,0.99688,1,0.995,0.97184,0.25864,0.22347,0.77183,0.000219198,0.000219198,0.000219198
72,936.496,0.37301,0.37263,0.85511,0.9967,1,0.995,0.97673,0.25151,0.21477,0.76931,0.000212129,0.000212129,0.000212129
73,949.178,0.37402,0.36157,0.85204,0.99534,1,0.995,0.98008,0.23443,0.2048,0.76711,0.000205061,0.000205061,0.000205061
74,961.909,0.37091,0.36768,0.86172,0.99556,0.998,0.995,0.9739,0.26114,0.22006,0.76839,0.000197992,0.000197992,0.000197992
75,974.521,0.37059,0.36368,0.85156,0.99634,1,0.995,0.97385,0.25678,0.22214,0.76998,0.000190924,0.000190924,0.000190924
76,987.17,0.3671,0.36666,0.85414,0.99668,1,0.995,0.97298,0.25198,0.21759,0.76798,0.000183855,0.000183855,0.000183855
77,999.89,0.35313,0.35294,0.84761,0.99641,1,0.995,0.97348,0.24628,0.21255,0.76828,0.000176786,0.000176786,0.000176786
78,1012.64,0.35841,0.35589,0.85888,0.99646,1,0.995,0.97276,0.25962,0.21363,0.76813,0.000169718,0.000169718,0.000169718
79,1025.23,0.36428,0.36729,0.85406,0.99611,1,0.995,0.97324,0.26469,0.21565,0.76905,0.000162649,0.000162649,0.000162649
80,1037.97,0.3653,0.34797,0.85546,0.99639,1,0.995,0.97642,0.24723,0.21272,0.76802,0.000155581,0.000155581,0.000155581
81,1050.74,0.35328,0.35131,0.84852,0.99654,1,0.995,0.97561,0.24576,0.20665,0.76705,0.000148512,0.000148512,0.000148512
82,1063.5,0.34717,0.35018,0.85237,0.99649,1,0.995,0.97716,0.23372,0.2013,0.76576,0.000141443,0.000141443,0.000141443
83,1076.27,0.36148,0.35227,0.84741,0.99588,1,0.995,0.97713,0.2404,0.20408,0.76689,0.000134375,0.000134375,0.000134375
84,1089.12,0.33794,0.33655,0.84962,0.99587,1,0.995,0.97075,0.24888,0.19974,0.7674,0.000127306,0.000127306,0.000127306
85,1101.94,0.33478,0.33807,0.84882,0.99668,1,0.995,0.97579,0.2359,0.20311,0.76615,0.000120238,0.000120238,0.000120238
86,1114.73,0.34532,0.34692,0.8552,0.99658,1,0.995,0.96874,0.25028,0.20401,0.76713,0.000113169,0.000113169,0.000113169
87,1127.66,0.34876,0.3502,0.84917,0.99655,1,0.995,0.97536,0.23581,0.20137,0.76642,0.0001061,0.0001061,0.0001061
88,1141.07,0.32495,0.33127,0.84635,0.99669,1,0.995,0.97999,0.23218,0.19957,0.76398,9.90318e-05,9.90318e-05,9.90318e-05
89,1153.73,0.34604,0.3339,0.83989,0.99663,1,0.995,0.98174,0.22658,0.19398,0.76319,9.19632e-05,9.19632e-05,9.19632e-05
90,1166.2,0.34167,0.32634,0.84365,0.99652,1,0.995,0.97792,0.23809,0.20452,0.76442,8.48946e-05,8.48946e-05,8.48946e-05
91,1178.35,0.24117,0.22114,0.80432,0.99677,1,0.995,0.98032,0.22467,0.19871,0.76267,7.7826e-05,7.7826e-05,7.7826e-05
92,1190.47,0.24655,0.22289,0.80046,0.99708,1,0.995,0.97847,0.22357,0.19943,0.76202,7.07574e-05,7.07574e-05,7.07574e-05
93,1202.88,0.23323,0.22122,0.80475,0.99687,1,0.995,0.98062,0.21998,0.19437,0.76179,6.36888e-05,6.36888e-05,6.36888e-05
94,1215.34,0.23974,0.21693,0.80322,0.99699,1,0.995,0.98093,0.22058,0.19258,0.76104,5.66202e-05,5.66202e-05,5.66202e-05
95,1227.78,0.2305,0.21168,0.80745,0.99675,1,0.995,0.98092,0.21893,0.19396,0.76159,4.95516e-05,4.95516e-05,4.95516e-05
96,1239.97,0.22863,0.21244,0.79672,0.99682,1,0.995,0.98243,0.21578,0.19146,0.76139,4.2483e-05,4.2483e-05,4.2483e-05
97,1252.16,0.22838,0.21073,0.79929,0.99681,1,0.995,0.97995,0.21433,0.19036,0.76073,3.54144e-05,3.54144e-05,3.54144e-05
98,1264.29,0.22298,0.20738,0.80826,0.99705,1,0.995,0.98435,0.2126,0.18922,0.76087,2.83458e-05,2.83458e-05,2.83458e-05
99,1276.45,0.22763,0.20944,0.80621,0.99709,1,0.995,0.98528,0.2058,0.18789,0.76035,2.12772e-05,2.12772e-05,2.12772e-05
100,1288.67,0.22608,0.20827,0.80606,0.99705,1,0.995,0.9865,0.2092,0.18833,0.76039,1.42086e-05,1.42086e-05,1.42086e-05
