epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,685.268,0.40606,0.44103,0.77808,0.96592,0.93732,0.98426,0.88026,0.36258,0.31165,0.77243,0.000172744,0.000172744,0.000172744
42,701.78,0.41289,0.44666,0.77761,0.96613,0.9371,0.98424,0.88229,0.36805,0.31223,0.77277,0.000169913,0.000169913,0.000169913
43,718.607,0.40729,0.43764,0.77862,0.96788,0.93717,0.98442,0.87962,0.38004,0.3124,0.77355,0.000167081,0.000167081,0.000167081
44,735.501,0.39656,0.432,0.7778,0.96465,0.94341,0.98491,0.87196,0.39214,0.31143,0.77318,0.00016425,0.00016425,0.00016425
45,752,0.40076,0.43033,0.77916,0.96515,0.94007,0.98472,0.88611,0.34922,0.30324,0.77182,0.000161418,0.000161418,0.000161418
46,768.671,0.40049,0.43109,0.77784,0.96191,0.94588,0.98468,0.88393,0.36238,0.30139,0.77172,0.000158587,0.000158587,0.000158587
47,785.597,0.39559,0.42455,0.77741,0.96543,0.94505,0.98533,0.88588,0.35231,0.29764,0.77147,0.000155756,0.000155756,0.000155756
48,802.252,0.39629,0.42297,0.7785,0.96183,0.94467,0.98552,0.88512,0.35511,0.29987,0.77171,0.000152924,0.000152924,0.000152924
49,818.771,0.38999,0.41559,0.77735,0.96796,0.9428,0.98574,0.87867,0.36375,0.29913,0.7713,0.000150093,0.000150093,0.000150093
50,835.998,0.39787,0.41222,0.77756,0.96857,0.94043,0.98577,0.86525,0.4094,0.31326,0.77264,0.000147261,0.000147261,0.000147261
51,853.137,0.39605,0.41171,0.77635,0.97019,0.94782,0.98673,0.89379,0.32862,0.28352,0.7705,0.00014443,0.00014443,0.00014443
52,869.696,0.39708,0.41179,0.77624,0.96313,0.95218,0.98621,0.894,0.32467,0.286,0.77056,0.000141599,0.000141599,0.000141599
53,886.275,0.39117,0.40438,0.77665,0.97066,0.94776,0.98647,0.88707,0.34724,0.28408,0.7709,0.000138767,0.000138767,0.000138767
54,903.187,0.38537,0.40334,0.77567,0.96857,0.94967,0.9871,0.88858,0.34391,0.28562,0.77049,0.000135936,0.000135936,0.000135936
55,920.14,0.38683,0.40796,0.77625,0.9728,0.94125,0.98671,0.88547,0.34478,0.28898,0.77153,0.000133104,0.000133104,0.000133104
56,936.708,0.38762,0.40345,0.77562,0.97003,0.95227,0.98729,0.89018,0.34801,0.28447,0.7721,0.000130273,0.000130273,0.000130273
57,953.717,0.3757,0.39325,0.77565,0.96136,0.95218,0.98648,0.88909,0.34732,0.28258,0.77118,0.000127442,0.000127442,0.000127442
58,970.725,0.38871,0.40392,0.77673,0.97361,0.95103,0.98791,0.89195,0.3413,0.27823,0.77126,0.00012461,0.00012461,0.00012461
59,987.395,0.38178,0.39719,0.7761,0.97437,0.95318,0.98807,0.89434,0.33232,0.27322,0.77043,0.000121779,0.000121779,0.000121779
60,1004.17,0.37646,0.39233,0.77592,0.97363,0.95328,0.98788,0.89169,0.33469,0.2752,0.77051,0.000118947,0.000118947,0.000118947
61,1020.82,0.37467,0.38772,0.77576,0.97846,0.94941,0.98782,0.89341,0.3354,0.27245,0.77035,0.000116116,0.000116116,0.000116116
62,1037.45,0.36517,0.37967,0.77534,0.9767,0.94882,0.98784,0.89799,0.32025,0.27026,0.76983,0.000113285,0.000113285,0.000113285
63,1053.98,0.36661,0.37674,0.77535,0.97683,0.94983,0.98766,0.89566,0.32722,0.26855,0.76994,0.000110453,0.000110453,0.000110453
64,1070.77,0.36509,0.37999,0.77588,0.9785,0.94822,0.98777,0.89357,0.33356,0.2687,0.77003,0.000107622,0.000107622,0.000107622
65,1087.87,0.3719,0.38486,0.77432,0.97205,0.95612,0.98827,0.88794,0.35537,0.27637,0.77042,0.00010479,0.00010479,0.00010479
66,1104.5,0.36527,0.38074,0.77483,0.97909,0.9487,0.98797,0.89496,0.33383,0.26687,0.77055,0.000101959,0.000101959,0.000101959
67,1121.19,0.37015,0.37564,0.77485,0.9779,0.94718,0.98814,0.89077,0.34863,0.27171,0.77176,9.91276e-05,9.91276e-05,9.91276e-05
68,1137.95,0.36169,0.3666,0.77394,0.97594,0.94996,0.98779,0.8909,0.34836,0.27056,0.77028,9.62962e-05,9.62962e-05,9.62962e-05
69,1154.9,0.363,0.36966,0.77348,0.97726,0.95401,0.9884,0.90021,0.31882,0.26096,0.76931,9.34648e-05,9.34648e-05,9.34648e-05
70,1171.18,0.35351,0.36386,0.7745,0.98144,0.95255,0.98866,0.90416,0.31502,0.25861,0.76936,9.06334e-05,9.06334e-05,9.06334e-05
71,1187.68,0.35947,0.37004,0.77387,0.98408,0.95037,0.98826,0.89334,0.33463,0.2651,0.7696,8.7802e-05,8.7802e-05,8.7802e-05
72,1204.4,0.35528,0.36266,0.7736,0.97777,0.95254,0.98855,0.89969,0.32332,0.25859,0.76907,8.49706e-05,8.49706e-05,8.49706e-05
73,1221.17,0.3557,0.36413,0.7738,0.98044,0.95406,0.98873,0.90584,0.29799,0.25219,0.76898,8.21392e-05,8.21392e-05,8.21392e-05
74,1237.86,0.35577,0.35869,0.77458,0.9809,0.95555,0.98873,0.89174,0.33501,0.26042,0.76945,7.93078e-05,7.93078e-05,7.93078e-05
75,1254.63,0.35741,0.36548,0.77465,0.9836,0.95172,0.9886,0.89393,0.35006,0.26435,0.77071,7.64764e-05,7.64764e-05,7.64764e-05
76,1271.59,0.35865,0.36478,0.77437,0.97386,0.95804,0.98867,0.89606,0.32238,0.25756,0.76947,7.3645e-05,7.3645e-05,7.3645e-05
77,1288.05,0.35549,0.36211,0.77348,0.97834,0.9553,0.98855,0.91078,0.28346,0.24722,0.76795,7.08136e-05,7.08136e-05,7.08136e-05
78,1304.49,0.35001,0.35485,0.77335,0.98315,0.95287,0.98881,0.90069,0.31443,0.25207,0.76945,6.79822e-05,6.79822e-05,6.79822e-05
79,1321.22,0.35032,0.3526,0.77363,0.98105,0.95634,0.98928,0.90669,0.30518,0.24759,0.76898,6.51508e-05,6.51508e-05,6.51508e-05
80,1337.65,0.34603,0.34902,0.77446,0.97864,0.95664,0.98897,0.89894,0.31842,0.25238,0.76919,6.23194e-05,6.23194e-05,6.23194e-05
81,1354.34,0.33811,0.33837,0.77269,0.97158,0.96208,0.98876,0.90033,0.32035,0.25131,0.76861,5.9488e-05,5.9488e-05,5.9488e-05
82,1371.21,0.34353,0.34672,0.77346,0.97925,0.95472,0.98875,0.9018,0.30889,0.24961,0.76899,5.66566e-05,5.66566e-05,5.66566e-05
83,1388.05,0.34283,0.34351,0.77435,0.98554,0.94831,0.98879,0.89824,0.32381,0.25184,0.76964,5.38252e-05,5.38252e-05,5.38252e-05
84,1404.64,0.34853,0.34931,0.77258,0.9812,0.95472,0.98897,0.89338,0.32791,0.25136,0.7688,5.09938e-05,5.09938e-05,5.09938e-05
85,1421.16,0.34456,0.34958,0.77282,0.98188,0.95291,0.98887,0.90319,0.30033,0.24424,0.76864,4.81624e-05,4.81624e-05,4.81624e-05
86,1438.21,0.33782,0.33983,0.77326,0.97831,0.95917,0.98895,0.8917,0.34268,0.25442,0.76951,4.5331e-05,4.5331e-05,4.5331e-05
87,1454.97,0.3417,0.34247,0.77315,0.97932,0.9598,0.98879,0.90044,0.30797,0.24362,0.76901,4.24996e-05,4.24996e-05,4.24996e-05
88,1471.5,0.34362,0.34619,0.77283,0.98311,0.955,0.98924,0.90041,0.31488,0.24643,0.76946,3.96682e-05,3.96682e-05,3.96682e-05
89,1488.15,0.33958,0.34151,0.77383,0.98138,0.95573,0.9894,0.90052,0.30606,0.24097,0.76834,3.68368e-05,3.68368e-05,3.68368e-05
90,1505.1,0.34548,0.34601,0.77162,0.98384,0.95226,0.98929,0.90047,0.31412,0.24311,0.76888,3.40054e-05,3.40054e-05,3.40054e-05
91,1534,0.28518,0.2926,0.7648,0.97584,0.94616,0.98723,0.90054,0.31526,0.25309,0.76894,3.1174e-05,3.1174e-05,3.1174e-05
92,1549.53,0.27724,0.28511,0.76569,0.97458,0.95035,0.98773,0.90024,0.3164,0.25108,0.76905,2.83426e-05,2.83426e-05,2.83426e-05
93,1565.01,0.27234,0.28497,0.76596,0.9776,0.95046,0.988,0.89889,0.317,0.24809,0.76909,2.55112e-05,2.55112e-05,2.55112e-05
94,1580.45,0.26643,0.27478,0.76656,0.97666,0.95248,0.98821,0.9066,0.30185,0.24371,0.76881,2.26798e-05,2.26798e-05,2.26798e-05
95,1596.11,0.26807,0.27649,0.76631,0.98158,0.94597,0.988,0.90067,0.30901,0.24657,0.76905,1.98484e-05,1.98484e-05,1.98484e-05
96,1611.78,0.26262,0.27072,0.76648,0.97738,0.94834,0.98805,0.89944,0.32081,0.24871,0.76964,1.7017e-05,1.7017e-05,1.7017e-05
97,1627.17,0.26334,0.27178,0.76635,0.9815,0.94756,0.98827,0.90717,0.29271,0.23813,0.76874,1.41856e-05,1.41856e-05,1.41856e-05
98,1642.67,0.26118,0.27255,0.76751,0.9808,0.94945,0.98845,0.90369,0.30742,0.24142,0.76943,1.13542e-05,1.13542e-05,1.13542e-05
99,1658.09,0.25863,0.27021,0.76529,0.98124,0.94882,0.98829,0.90266,0.30712,0.24162,0.76901,8.5228e-06,8.5228e-06,8.5228e-06
100,1673.69,0.25612,0.26576,0.76594,0.98398,0.94736,0.98858,0.90646,0.29887,0.23948,0.76903,5.6914e-06,5.6914e-06,5.6914e-06
