epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,2569.44,0.44677,1.41797,0.95321,0.92337,0.97479,0.995,0.92631,0.40979,0.92049,0.90333,0.000249192,0.000249192,0.000249192
15,2739.75,0.43533,1.37359,0.95165,0.95738,0.99621,0.995,0.91323,0.44261,0.88594,0.92041,0.00024636,0.00024636,0.00024636
16,2910.55,0.41351,1.30567,0.93769,0.96721,0.97442,0.995,0.91365,0.45325,0.84876,0.9271,0.000243529,0.000243529,0.000243529
17,3081.31,0.42065,1.28836,0.94226,0.9653,0.97718,0.995,0.92824,0.40484,0.86426,0.91632,0.000240698,0.000240698,0.000240698
18,3252.01,0.4017,1.27087,0.93157,0.96884,1,0.995,0.9267,0.40565,0.77643,0.91501,0.000237866,0.000237866,0.000237866
19,3422.67,0.40366,1.22887,0.92637,0.98076,0.99799,0.995,0.8958,0.48115,0.79076,0.93538,0.000235035,0.000235035,0.000235035
20,3593.23,0.4042,1.22753,0.93589,0.98414,0.9883,0.995,0.93871,0.37328,0.72084,0.90575,0.000232203,0.000232203,0.000232203
21,3767.69,0.4128,1.22756,0.93733,0.98145,0.9972,0.995,0.91021,0.44633,0.71425,0.92102,0.000229372,0.000229372,0.000229372
22,3981.88,0.39801,1.14904,0.9246,0.98242,0.99759,0.995,0.93157,0.38772,0.69465,0.90394,0.000226541,0.000226541,0.000226541
23,4190.3,0.3876,1.1627,0.92578,0.97718,1,0.995,0.91644,0.42978,0.73962,0.91177,0.000223709,0.000223709,0.000223709
24,4379.24,0.39869,1.13522,0.92678,0.97933,0.99584,0.995,0.94452,0.36312,0.67074,0.88632,0.000220878,0.000220878,0.000220878
25,4569.89,0.39865,1.12675,0.92569,0.987,1,0.995,0.92797,0.38388,0.6576,0.9106,0.000218046,0.000218046,0.000218046
26,4761.53,0.39419,1.12968,0.92813,0.97398,0.98262,0.995,0.91179,0.45574,0.70638,0.93327,0.000215215,0.000215215,0.000215215
27,4935.67,0.39101,1.10849,0.93026,0.98331,0.99763,0.995,0.92494,0.41121,0.63367,0.91362,0.000212384,0.000212384,0.000212384
28,5110.12,0.38549,1.08274,0.92455,0.98597,1,0.995,0.9248,0.43622,0.66425,0.9359,0.000209552,0.000209552,0.000209552
29,5283.07,0.36257,1.00783,0.90585,0.98275,0.98702,0.995,0.92592,0.39689,0.63906,0.91276,0.000206721,0.000206721,0.000206721
30,5457.02,0.38533,1.05701,0.92314,0.98057,0.98737,0.995,0.91479,0.43385,0.65037,0.91719,0.000203889,0.000203889,0.000203889
31,5631.15,0.37471,1.03438,0.91111,0.98602,0.98769,0.995,0.91642,0.4179,0.61356,0.90233,0.000201058,0.000201058,0.000201058
32,5804.84,0.3828,1.05149,0.92095,0.98031,0.99352,0.995,0.94426,0.36678,0.58941,0.90047,0.000198227,0.000198227,0.000198227
33,6990.05,0.36655,0.99477,0.91669,0.98432,0.997,0.995,0.92503,0.40981,0.60858,0.90985,0.000195395,0.000195395,0.000195395
34,7182.51,0.35781,0.9776,0.90967,0.98337,1,0.995,0.94115,0.37314,0.56939,0.89775,0.000192564,0.000192564,0.000192564
35,7364.18,0.37732,0.99939,0.91591,0.9821,0.9918,0.995,0.94154,0.3666,0.55768,0.91005,0.000189732,0.000189732,0.000189732
36,7545.92,0.3558,0.96721,0.9036,0.98301,0.99526,0.995,0.94032,0.37654,0.5553,0.90482,0.000186901,0.000186901,0.000186901
37,7729.26,0.34843,0.93461,0.90278,0.98479,0.98989,0.995,0.93354,0.38468,0.56438,0.90881,0.00018407,0.00018407,0.00018407
38,7920.07,0.35201,0.94968,0.91565,0.98682,1,0.995,0.9348,0.37503,0.5497,0.90343,0.000181238,0.000181238,0.000181238
39,8114.15,0.3551,0.93847,0.91071,0.9844,1,0.995,0.92871,0.38421,0.52937,0.90356,0.000178407,0.000178407,0.000178407
40,8304.34,0.35051,0.92494,0.90754,0.98386,0.99353,0.995,0.93338,0.38381,0.53441,0.906,0.000175575,0.000175575,0.000175575
41,8499.25,0.34417,0.91411,0.9034,0.9818,0.99326,0.995,0.93131,0.41139,0.53132,0.90635,0.000172744,0.000172744,0.000172744
42,8699.8,0.35007,0.94202,0.90621,0.98769,0.98984,0.995,0.94397,0.36504,0.50469,0.89226,0.000169913,0.000169913,0.000169913
43,8894.66,0.33945,0.87787,0.90185,0.98576,0.99271,0.995,0.93858,0.37905,0.51814,0.89802,0.000167081,0.000167081,0.000167081
44,9089.44,0.34897,0.88319,0.90519,0.98873,1,0.995,0.91812,0.42524,0.51861,0.91527,0.00016425,0.00016425,0.00016425
45,9280.1,0.34736,0.88598,0.90642,0.98113,1,0.995,0.94713,0.35469,0.49648,0.8931,0.000161418,0.000161418,0.000161418
46,9471.27,0.3326,0.86493,0.89799,0.9869,0.99418,0.995,0.93543,0.3855,0.48722,0.90218,0.000158587,0.000158587,0.000158587
47,9666.79,0.33093,0.87756,0.90021,0.98839,1,0.995,0.93013,0.38833,0.47974,0.89824,0.000155756,0.000155756,0.000155756
48,9868.93,0.33431,0.86145,0.90064,0.98777,1,0.995,0.94179,0.37586,0.4741,0.89281,0.000152924,0.000152924,0.000152924
49,10074.3,0.34518,0.90874,0.90499,0.98773,1,0.995,0.93326,0.38135,0.4711,0.90086,0.000150093,0.000150093,0.000150093
50,10288.5,0.33196,0.8691,0.89874,0.98599,0.9984,0.995,0.93876,0.37027,0.46742,0.90094,0.000147261,0.000147261,0.000147261
51,10507.7,0.32897,0.8624,0.89951,0.98439,0.99488,0.995,0.92804,0.39883,0.46543,0.91073,0.00014443,0.00014443,0.00014443
52,10732.8,0.33347,0.84566,0.90028,0.98844,0.99914,0.995,0.9322,0.37151,0.45531,0.88787,0.000141599,0.000141599,0.000141599
53,10957.9,0.32828,0.88094,0.90517,0.98899,1,0.995,0.94199,0.3786,0.45877,0.89864,0.000138767,0.000138767,0.000138767
54,11176.2,0.31788,0.84036,0.89374,0.98895,1,0.995,0.9474,0.35219,0.43519,0.89347,0.000135936,0.000135936,0.000135936
55,11380.6,0.31993,0.85018,0.89605,0.98824,1,0.995,0.95359,0.33922,0.43344,0.87597,0.000133104,0.000133104,0.000133104
56,11575.3,0.33233,0.82528,0.90939,0.98813,0.99831,0.995,0.95051,0.34509,0.43646,0.88033,0.000130273,0.000130273,0.000130273
57,11783.9,0.32443,0.82058,0.89283,0.98881,1,0.995,0.95454,0.33794,0.42673,0.87031,0.000127442,0.000127442,0.000127442
58,11983.2,0.3154,0.81346,0.89873,0.98711,0.99735,0.995,0.94659,0.3544,0.43568,0.89205,0.00012461,0.00012461,0.00012461
59,12176.1,0.32128,0.80335,0.89645,0.98944,1,0.995,0.94697,0.35458,0.43109,0.87804,0.000121779,0.000121779,0.000121779
60,12365.8,0.31966,0.81547,0.89591,0.98983,1,0.995,0.95054,0.34886,0.41505,0.88684,0.000118947,0.000118947,0.000118947
61,12556,0.31757,0.82482,0.89953,0.98972,1,0.995,0.9492,0.32846,0.40555,0.88753,0.000116116,0.000116116,0.000116116
62,12745.3,0.31236,0.79556,0.89292,0.98814,1,0.995,0.94861,0.33504,0.41772,0.88703,0.000113285,0.000113285,0.000113285
63,12934,0.3116,0.77854,0.88545,0.98864,1,0.995,0.95667,0.3187,0.40034,0.87881,0.000110453,0.000110453,0.000110453
64,19482.2,0.30943,0.79357,0.88664,0.98869,1,0.995,0.949,0.34856,0.41636,0.88148,0.000107622,0.000107622,0.000107622
65,19679.3,0.30699,0.79036,0.88671,0.99033,1,0.995,0.95453,0.34045,0.40993,0.8878,0.00010479,0.00010479,0.00010479
66,19868.7,0.31141,0.78213,0.8898,0.99038,1,0.995,0.95435,0.33465,0.4024,0.88569,0.000101959,0.000101959,0.000101959
67,20052,0.29603,0.77071,0.89205,0.98975,0.99891,0.995,0.94405,0.35279,0.40336,0.8921,9.91276e-05,9.91276e-05,9.91276e-05
68,20271.9,0.29674,0.76999,0.88538,0.98937,1,0.995,0.94784,0.33974,0.39375,0.88577,9.62962e-05,9.62962e-05,9.62962e-05
69,20502.3,0.29906,0.72604,0.88754,0.98762,1,0.995,0.95626,0.30377,0.39051,0.87962,9.34648e-05,9.34648e-05,9.34648e-05
70,20733.2,0.29449,0.74947,0.88684,0.98948,1,0.995,0.93406,0.3933,0.39862,0.89801,9.06334e-05,9.06334e-05,9.06334e-05
71,20962.7,0.30747,0.79342,0.89782,0.989,1,0.995,0.94156,0.36807,0.39586,0.89299,8.7802e-05,8.7802e-05,8.7802e-05
72,21191.8,0.30456,0.76288,0.89209,0.98895,1,0.995,0.94789,0.33011,0.38905,0.88842,8.49706e-05,8.49706e-05,8.49706e-05
73,61753.6,0.29998,0.77985,0.89049,0.99039,1,0.995,0.95298,0.32594,0.38146,0.88302,8.21392e-05,8.21392e-05,8.21392e-05
74,61997.2,0.29849,0.7752,0.88485,0.98886,1,0.995,0.95769,0.30916,0.36341,0.87942,7.93078e-05,7.93078e-05,7.93078e-05
75,62174.7,0.29375,0.74428,0.88531,0.98826,1,0.995,0.94947,0.34568,0.37418,0.88937,7.64764e-05,7.64764e-05,7.64764e-05
76,62354,0.3044,0.76241,0.89161,0.98975,1,0.995,0.94899,0.34387,0.3803,0.89354,7.3645e-05,7.3645e-05,7.3645e-05
77,62532.1,0.29045,0.75395,0.88805,0.99044,1,0.995,0.9529,0.32879,0.37199,0.88585,7.08136e-05,7.08136e-05,7.08136e-05
78,62718.5,0.28564,0.7611,0.88519,0.99042,1,0.995,0.95141,0.33709,0.37374,0.89076,6.79822e-05,6.79822e-05,6.79822e-05
79,62897.1,0.29597,0.73699,0.88818,0.98977,1,0.995,0.94427,0.3609,0.38554,0.89445,6.51508e-05,6.51508e-05,6.51508e-05
80,63075.8,0.29366,0.75337,0.88755,0.99062,1,0.995,0.9441,0.3545,0.36985,0.89302,6.23194e-05,6.23194e-05,6.23194e-05
81,63253.2,0.29235,0.7434,0.88103,0.98942,1,0.995,0.94936,0.34215,0.36947,0.89063,5.9488e-05,5.9488e-05,5.9488e-05
82,63429.9,0.28452,0.7479,0.88647,0.98772,1,0.995,0.95582,0.32396,0.35724,0.88718,5.66566e-05,5.66566e-05,5.66566e-05
83,63609.5,0.28743,0.73777,0.88812,0.98861,1,0.995,0.95578,0.32118,0.35853,0.88398,5.38252e-05,5.38252e-05,5.38252e-05
84,63786.4,0.27613,0.72268,0.87967,0.99042,1,0.995,0.95809,0.32638,0.35903,0.88393,5.09938e-05,5.09938e-05,5.09938e-05
85,63963.8,0.28803,0.74623,0.88595,0.98997,1,0.995,0.95375,0.32868,0.35569,0.88539,4.81624e-05,4.81624e-05,4.81624e-05
86,64142.6,0.28735,0.73642,0.88188,0.98959,1,0.995,0.95607,0.31995,0.34838,0.88137,4.5331e-05,4.5331e-05,4.5331e-05
87,64320.4,0.28442,0.72583,0.87963,0.98961,1,0.995,0.95402,0.33286,0.35539,0.88535,4.24996e-05,4.24996e-05,4.24996e-05
88,64497.9,0.2884,0.72872,0.89126,0.99037,1,0.995,0.95352,0.311,0.34572,0.88351,3.96682e-05,3.96682e-05,3.96682e-05
89,64675.3,0.28181,0.72083,0.87998,0.98988,1,0.995,0.94954,0.33891,0.3548,0.8882,3.68368e-05,3.68368e-05,3.68368e-05
90,64853.5,0.27905,0.72483,0.87864,0.99008,1,0.995,0.95689,0.31624,0.34195,0.88248,3.40054e-05,3.40054e-05,3.40054e-05
91,65027.3,0.19512,0.35374,0.82791,0.99056,1,0.995,0.95538,0.31016,0.35851,0.88609,3.1174e-05,3.1174e-05,3.1174e-05
92,65201.1,0.1906,0.33653,0.81866,0.9916,1,0.995,0.95284,0.31128,0.35079,0.88967,2.83426e-05,2.83426e-05,2.83426e-05
93,65376.9,0.19116,0.32547,0.8251,0.99113,1,0.995,0.95598,0.30518,0.34149,0.88928,2.55112e-05,2.55112e-05,2.55112e-05
94,65550.6,0.18822,0.32407,0.81844,0.9908,1,0.995,0.95553,0.31325,0.34214,0.89251,2.26798e-05,2.26798e-05,2.26798e-05
95,65725,0.18542,0.31495,0.81234,0.99092,1,0.995,0.95403,0.33067,0.35173,0.89596,1.98484e-05,1.98484e-05,1.98484e-05
96,65899.3,0.18816,0.31834,0.82412,0.99103,1,0.995,0.95528,0.31353,0.34262,0.89007,1.7017e-05,1.7017e-05,1.7017e-05
97,66073.7,0.18299,0.30809,0.81814,0.99128,1,0.995,0.95321,0.3277,0.34546,0.89408,1.41856e-05,1.41856e-05,1.41856e-05
98,66248,0.17853,0.30931,0.81603,0.99138,1,0.995,0.95866,0.29709,0.33615,0.89009,1.13542e-05,1.13542e-05,1.13542e-05
99,66421.9,0.18157,0.30711,0.81948,0.99138,1,0.995,0.95641,0.30804,0.33541,0.89124,8.5228e-06,8.5228e-06,8.5228e-06
100,66596.8,0.17816,0.30234,0.81845,0.9914,1,0.995,0.95748,0.30871,0.33583,0.88996,5.6914e-06,5.6914e-06,5.6914e-06
